Timestamp_Sec,DateTime_UTC,Network,NetworkID,Protocol,ArbID_Hex,ArbID_Dec,Is_Extended,Is_Tx,Is_Error,DLC,Data_Hex,B0,B1,B2,B3,B4,B5,B6,B7
607201178.796051,2026-03-29 18:59:38.796051,HSCAN3,44,CAN,0x040,64,0,0,0,3,03 79 E0,0x03,0x79,0xE0,,,,,
607201178.796273,2026-03-29 18:59:38.796273,HSCAN3,44,CAN,0x041,65,0,0,0,7,C1 00 F4 07 B6 03 00,0xC1,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201178.796425,2026-03-29 18:59:38.796425,HSCAN3,44,CAN,0x030,48,0,0,0,3,C1 79 E0,0xC1,0x79,0xE0,,,,,
607201178.796946,2026-03-29 18:59:38.796946,HSCAN3,44,CAN,0x031,49,0,0,0,7,C1 00 B6 FF F1 20 00,0xC1,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201178.797180,2026-03-29 18:59:38.797180,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 48 D0 73 09 75,0x15,0x81,0x44,0x48,0xD0,0x73,0x09,0x75
607201178.797332,2026-03-29 18:59:38.797332,HSCAN3,44,CAN,0x030,48,0,0,0,3,C1 79 E0,0xC1,0x79,0xE0,,,,,
607201178.797854,2026-03-29 18:59:38.797854,HSCAN3,44,CAN,0x031,49,0,0,0,7,C1 00 B6 FF F1 20 00,0xC1,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201178.798037,2026-03-29 18:59:38.798037,HSCAN3,44,CAN,0x011,17,0,0,0,1,EE,0xEE,,,,,,,
607201178.798203,2026-03-29 18:59:38.798203,HSCAN3,44,CAN,0x010,16,0,0,0,1,E2,0xE2,,,,,,,
607201178.894225,2026-03-29 18:59:38.894225,HSCAN3,44,CAN,0x020,32,0,0,0,3,01 8A 48,0x01,0x8A,0x48,,,,,
607201178.894577,2026-03-29 18:59:38.894577,HSCAN3,44,CAN,0x021,33,0,0,0,8,01 10 B9 FB 00 00 00 60,0x01,0x10,0xB9,0xFB,0x00,0x00,0x00,0x60
607201178.894763,2026-03-29 18:59:38.894763,HSCAN3,44,CAN,0x022,34,0,0,0,5,01 16 00 22 00,0x01,0x16,0x00,0x22,0x00,,,
607201178.895014,2026-03-29 18:59:38.895014,HSCAN3,44,CAN,0x023,35,0,0,0,8,01 00 00 00 00 00 00 00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201178.895208,2026-03-29 18:59:38.895207,HSCAN3,44,CAN,0x024,36,0,0,0,5,01 00 00 00 00,0x01,0x00,0x00,0x00,0x00,,,
607201178.895360,2026-03-29 18:59:38.895360,HSCAN3,44,CAN,0x040,64,0,0,0,3,00 79 E0,0x00,0x79,0xE0,,,,,
607201178.895580,2026-03-29 18:59:38.895580,HSCAN3,44,CAN,0x041,65,0,0,0,7,01 00 F4 07 B6 03 00,0x01,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201178.895732,2026-03-29 18:59:38.895732,HSCAN3,44,CAN,0x030,48,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201178.896261,2026-03-29 18:59:38.896261,HSCAN3,44,CAN,0x031,49,0,0,0,7,01 00 B6 FF F1 20 00,0x01,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201178.896495,2026-03-29 18:59:38.896495,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 48 D0 73 09 75,0x15,0x81,0x44,0x48,0xD0,0x73,0x09,0x75
607201178.896647,2026-03-29 18:59:38.896647,HSCAN3,44,CAN,0x030,48,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201178.897249,2026-03-29 18:59:38.897249,HSCAN3,44,CAN,0x031,49,0,0,0,7,01 00 B6 FF F1 20 00,0x01,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201178.897363,2026-03-29 18:59:38.897363,HSCAN3,44,CAN,0x011,17,0,0,0,1,2E,0x2E,,,,,,,
607201178.897484,2026-03-29 18:59:38.897484,HSCAN3,44,CAN,0x010,16,0,0,0,1,22,0x22,,,,,,,
607201178.993205,2026-03-29 18:59:38.993205,HSCAN3,44,CAN,0x020,32,0,0,0,3,41 8A 48,0x41,0x8A,0x48,,,,,
607201178.993446,2026-03-29 18:59:38.993445,HSCAN3,44,CAN,0x021,33,0,0,0,8,41 10 B9 FB 00 00 00 60,0x41,0x10,0xB9,0xFB,0x00,0x00,0x00,0x60
607201178.993632,2026-03-29 18:59:38.993632,HSCAN3,44,CAN,0x022,34,0,0,0,5,41 16 00 22 00,0x41,0x16,0x00,0x22,0x00,,,
607201178.993880,2026-03-29 18:59:38.993880,HSCAN3,44,CAN,0x023,35,0,0,0,8,41 00 00 00 00 00 00 00,0x41,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201178.994072,2026-03-29 18:59:38.994072,HSCAN3,44,CAN,0x024,36,0,0,0,5,41 00 00 00 00,0x41,0x00,0x00,0x00,0x00,,,
607201178.994225,2026-03-29 18:59:38.994225,HSCAN3,44,CAN,0x040,64,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201178.994445,2026-03-29 18:59:38.994445,HSCAN3,44,CAN,0x041,65,0,0,0,7,41 00 F4 07 B6 03 00,0x41,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201178.994595,2026-03-29 18:59:38.994595,HSCAN3,44,CAN,0x030,48,0,0,0,3,41 79 E0,0x41,0x79,0xE0,,,,,
607201178.994817,2026-03-29 18:59:38.994817,HSCAN3,44,CAN,0x031,49,0,0,0,7,41 00 B6 FF F1 20 00,0x41,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201178.995052,2026-03-29 18:59:38.995052,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 48 D0 73 09 75,0x15,0x81,0x44,0x48,0xD0,0x73,0x09,0x75
607201178.995202,2026-03-29 18:59:38.995202,HSCAN3,44,CAN,0x030,48,0,0,0,3,41 79 E0,0x41,0x79,0xE0,,,,,
607201178.995424,2026-03-29 18:59:38.995424,HSCAN3,44,CAN,0x031,49,0,0,0,7,41 00 B6 FF F1 20 00,0x41,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201178.995540,2026-03-29 18:59:38.995540,HSCAN3,44,CAN,0x011,17,0,0,0,1,6E,0x6E,,,,,,,
607201178.995657,2026-03-29 18:59:38.995657,HSCAN3,44,CAN,0x010,16,0,0,0,1,62,0x62,,,,,,,
607201179.094108,2026-03-29 18:59:39.094108,HSCAN3,44,CAN,0x020,32,0,0,0,3,81 8A 48,0x81,0x8A,0x48,,,,,
607201179.094448,2026-03-29 18:59:39.094449,HSCAN3,44,CAN,0x021,33,0,0,0,8,81 10 9C 04 C0 00 00 40,0x81,0x10,0x9C,0x04,0xC0,0x00,0x00,0x40
607201179.094684,2026-03-29 18:59:39.094684,HSCAN3,44,CAN,0x022,34,0,0,0,5,81 10 00 22 00,0x81,0x10,0x00,0x22,0x00,,,
607201179.094933,2026-03-29 18:59:39.094933,HSCAN3,44,CAN,0x023,35,0,0,0,8,81 00 00 00 00 00 00 00,0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.095125,2026-03-29 18:59:39.095125,HSCAN3,44,CAN,0x024,36,0,0,0,5,81 00 00 00 00,0x81,0x00,0x00,0x00,0x00,,,
607201179.095277,2026-03-29 18:59:39.095277,HSCAN3,44,CAN,0x040,64,0,0,0,3,02 79 E0,0x02,0x79,0xE0,,,,,
607201179.095498,2026-03-29 18:59:39.095498,HSCAN3,44,CAN,0x041,65,0,0,0,7,81 00 F4 07 B6 03 00,0x81,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.095650,2026-03-29 18:59:39.095650,HSCAN3,44,CAN,0x030,48,0,0,0,3,81 79 E0,0x81,0x79,0xE0,,,,,
607201179.096150,2026-03-29 18:59:39.096150,HSCAN3,44,CAN,0x031,49,0,0,0,7,81 00 B6 FF F1 20 00,0x81,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.096384,2026-03-29 18:59:39.096384,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.096537,2026-03-29 18:59:39.096537,HSCAN3,44,CAN,0x030,48,0,0,0,3,81 79 E0,0x81,0x79,0xE0,,,,,
607201179.096917,2026-03-29 18:59:39.096917,HSCAN3,44,CAN,0x031,49,0,0,0,7,81 00 B6 FF F1 20 00,0x81,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.097031,2026-03-29 18:59:39.097031,HSCAN3,44,CAN,0x011,17,0,0,0,1,AE,0xAE,,,,,,,
607201179.097270,2026-03-29 18:59:39.097270,HSCAN3,44,CAN,0x010,16,0,0,0,1,A2,0xA2,,,,,,,
607201179.194895,2026-03-29 18:59:39.194895,HSCAN3,44,CAN,0x020,32,0,0,0,3,C1 8A 48,0xC1,0x8A,0x48,,,,,
607201179.195463,2026-03-29 18:59:39.195463,HSCAN3,44,CAN,0x021,33,0,0,0,8,C1 10 9C 04 C0 00 00 40,0xC1,0x10,0x9C,0x04,0xC0,0x00,0x00,0x40
607201179.195887,2026-03-29 18:59:39.195887,HSCAN3,44,CAN,0x022,34,0,0,0,5,C1 10 00 22 00,0xC1,0x10,0x00,0x22,0x00,,,
607201179.196174,2026-03-29 18:59:39.196174,HSCAN3,44,CAN,0x023,35,0,0,0,8,C1 00 00 00 00 00 00 00,0xC1,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.196366,2026-03-29 18:59:39.196366,HSCAN3,44,CAN,0x024,36,0,0,0,5,C1 00 00 00 00,0xC1,0x00,0x00,0x00,0x00,,,
607201179.196518,2026-03-29 18:59:39.196518,HSCAN3,44,CAN,0x040,64,0,0,0,3,03 79 E0,0x03,0x79,0xE0,,,,,
607201179.196884,2026-03-29 18:59:39.196884,HSCAN3,44,CAN,0x041,65,0,0,0,7,C1 00 F4 07 B6 03 00,0xC1,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.197037,2026-03-29 18:59:39.197037,HSCAN3,44,CAN,0x030,48,0,0,0,3,C1 79 E0,0xC1,0x79,0xE0,,,,,
607201179.197599,2026-03-29 18:59:39.197599,HSCAN3,44,CAN,0x031,49,0,0,0,7,C1 00 B6 FF F1 20 00,0xC1,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.197843,2026-03-29 18:59:39.197843,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.198767,2026-03-29 18:59:39.198767,HSCAN3,44,CAN,0x030,48,0,0,0,3,C1 79 E0,0xC1,0x79,0xE0,,,,,
607201179.199852,2026-03-29 18:59:39.199852,HSCAN3,44,CAN,0x031,49,0,0,0,7,C1 00 B6 FF F1 20 00,0xC1,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.199968,2026-03-29 18:59:39.199968,HSCAN3,44,CAN,0x011,17,0,0,0,1,EE,0xEE,,,,,,,
607201179.200088,2026-03-29 18:59:39.200088,HSCAN3,44,CAN,0x010,16,0,0,0,1,E2,0xE2,,,,,,,
607201179.293314,2026-03-29 18:59:39.293314,HSCAN3,44,CAN,0x020,32,0,0,0,3,01 8A 48,0x01,0x8A,0x48,,,,,
607201179.293642,2026-03-29 18:59:39.293642,HSCAN3,44,CAN,0x021,33,0,0,0,8,01 10 9C 04 C0 00 00 40,0x01,0x10,0x9C,0x04,0xC0,0x00,0x00,0x40
607201179.293834,2026-03-29 18:59:39.293834,HSCAN3,44,CAN,0x022,34,0,0,0,5,01 10 00 22 00,0x01,0x10,0x00,0x22,0x00,,,
607201179.294084,2026-03-29 18:59:39.294085,HSCAN3,44,CAN,0x023,35,0,0,0,8,01 00 00 00 00 00 00 00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.294278,2026-03-29 18:59:39.294278,HSCAN3,44,CAN,0x024,36,0,0,0,5,01 00 00 00 00,0x01,0x00,0x00,0x00,0x00,,,
607201179.294431,2026-03-29 18:59:39.294431,HSCAN3,44,CAN,0x040,64,0,0,0,3,00 79 E0,0x00,0x79,0xE0,,,,,
607201179.294651,2026-03-29 18:59:39.294651,HSCAN3,44,CAN,0x041,65,0,0,0,7,01 00 F4 07 B6 03 00,0x01,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.294803,2026-03-29 18:59:39.294803,HSCAN3,44,CAN,0x030,48,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201179.295025,2026-03-29 18:59:39.295025,HSCAN3,44,CAN,0x031,49,0,0,0,7,01 00 B6 FF F1 20 00,0x01,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.295260,2026-03-29 18:59:39.295260,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.295412,2026-03-29 18:59:39.295412,HSCAN3,44,CAN,0x030,48,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201179.295635,2026-03-29 18:59:39.295635,HSCAN3,44,CAN,0x031,49,0,0,0,7,01 00 B6 FF F1 20 00,0x01,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.295748,2026-03-29 18:59:39.295748,HSCAN3,44,CAN,0x011,17,0,0,0,1,2E,0x2E,,,,,,,
607201179.295869,2026-03-29 18:59:39.295869,HSCAN3,44,CAN,0x010,16,0,0,0,1,22,0x22,,,,,,,
607201179.396468,2026-03-29 18:59:39.396468,HSCAN3,44,CAN,0x020,32,0,0,0,3,41 8A 48,0x41,0x8A,0x48,,,,,
607201179.396989,2026-03-29 18:59:39.396989,HSCAN3,44,CAN,0x021,33,0,0,0,8,41 10 9C 04 C0 00 00 40,0x41,0x10,0x9C,0x04,0xC0,0x00,0x00,0x40
607201179.397229,2026-03-29 18:59:39.397229,HSCAN3,44,CAN,0x022,34,0,0,0,5,41 10 00 22 00,0x41,0x10,0x00,0x22,0x00,,,
607201179.397477,2026-03-29 18:59:39.397477,HSCAN3,44,CAN,0x023,35,0,0,0,8,41 00 00 00 00 00 00 00,0x41,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.397669,2026-03-29 18:59:39.397669,HSCAN3,44,CAN,0x024,36,0,0,0,5,41 00 00 00 00,0x41,0x00,0x00,0x00,0x00,,,
607201179.397822,2026-03-29 18:59:39.397821,HSCAN3,44,CAN,0x040,64,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201179.398042,2026-03-29 18:59:39.398042,HSCAN3,44,CAN,0x041,65,0,0,0,7,41 00 F4 07 B6 03 00,0x41,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.398192,2026-03-29 18:59:39.398192,HSCAN3,44,CAN,0x030,48,0,0,0,3,41 79 E0,0x41,0x79,0xE0,,,,,
607201179.398860,2026-03-29 18:59:39.398860,HSCAN3,44,CAN,0x031,49,0,0,0,7,41 00 B6 FF F1 20 00,0x41,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.399095,2026-03-29 18:59:39.399095,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.399245,2026-03-29 18:59:39.399245,HSCAN3,44,CAN,0x030,48,0,0,0,3,41 79 E0,0x41,0x79,0xE0,,,,,
607201179.399915,2026-03-29 18:59:39.399915,HSCAN3,44,CAN,0x031,49,0,0,0,7,41 00 B6 FF F1 20 00,0x41,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.400031,2026-03-29 18:59:39.400031,HSCAN3,44,CAN,0x011,17,0,0,0,1,6E,0x6E,,,,,,,
607201179.400148,2026-03-29 18:59:39.400148,HSCAN3,44,CAN,0x010,16,0,0,0,1,62,0x62,,,,,,,
607201179.494255,2026-03-29 18:59:39.494255,HSCAN3,44,CAN,0x020,32,0,0,0,3,81 8A 48,0x81,0x8A,0x48,,,,,
607201179.494665,2026-03-29 18:59:39.494665,HSCAN3,44,CAN,0x021,33,0,0,0,8,81 10 AA 02 20 00 00 40,0x81,0x10,0xAA,0x02,0x20,0x00,0x00,0x40
607201179.496082,2026-03-29 18:59:39.496082,HSCAN3,44,CAN,0x022,34,0,0,0,5,81 06 00 22 00,0x81,0x06,0x00,0x22,0x00,,,
607201179.496420,2026-03-29 18:59:39.496420,HSCAN3,44,CAN,0x023,35,0,0,0,8,81 00 00 00 00 00 00 00,0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.496612,2026-03-29 18:59:39.496612,HSCAN3,44,CAN,0x024,36,0,0,0,5,81 00 00 00 00,0x81,0x00,0x00,0x00,0x00,,,
607201179.496918,2026-03-29 18:59:39.496918,HSCAN3,44,CAN,0x040,64,0,0,0,3,02 79 E0,0x02,0x79,0xE0,,,,,
607201179.497190,2026-03-29 18:59:39.497190,HSCAN3,44,CAN,0x041,65,0,0,0,7,81 00 F4 07 B6 03 00,0x81,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.497343,2026-03-29 18:59:39.497343,HSCAN3,44,CAN,0x030,48,0,0,0,3,81 79 E0,0x81,0x79,0xE0,,,,,
607201179.498137,2026-03-29 18:59:39.498137,HSCAN3,44,CAN,0x031,49,0,0,0,7,81 00 B6 FF F1 20 00,0x81,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.498495,2026-03-29 18:59:39.498495,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.498648,2026-03-29 18:59:39.498648,HSCAN3,44,CAN,0x030,48,0,0,0,3,81 79 E0,0x81,0x79,0xE0,,,,,
607201179.505533,2026-03-29 18:59:39.505533,HSCAN3,44,CAN,0x031,49,0,0,0,7,81 00 B6 FF F1 20 00,0x81,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.505794,2026-03-29 18:59:39.505794,HSCAN3,44,CAN,0x011,17,0,0,0,1,AE,0xAE,,,,,,,
607201179.506494,2026-03-29 18:59:39.506494,HSCAN3,44,CAN,0x010,16,0,0,0,1,A2,0xA2,,,,,,,
607201179.594212,2026-03-29 18:59:39.594212,HSCAN3,44,CAN,0x020,32,0,0,0,3,C1 8A 48,0xC1,0x8A,0x48,,,,,
607201179.594664,2026-03-29 18:59:39.594664,HSCAN3,44,CAN,0x021,33,0,0,0,8,C1 10 AA 02 20 00 00 40,0xC1,0x10,0xAA,0x02,0x20,0x00,0x00,0x40
607201179.594856,2026-03-29 18:59:39.594856,HSCAN3,44,CAN,0x022,34,0,0,0,5,C1 06 00 22 00,0xC1,0x06,0x00,0x22,0x00,,,
607201179.595104,2026-03-29 18:59:39.595104,HSCAN3,44,CAN,0x023,35,0,0,0,8,C1 00 00 00 00 00 00 00,0xC1,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.595297,2026-03-29 18:59:39.595297,HSCAN3,44,CAN,0x024,36,0,0,0,5,C1 00 00 00 00,0xC1,0x00,0x00,0x00,0x00,,,
607201179.595449,2026-03-29 18:59:39.595449,HSCAN3,44,CAN,0x040,64,0,0,0,3,03 79 E0,0x03,0x79,0xE0,,,,,
607201179.595671,2026-03-29 18:59:39.595671,HSCAN3,44,CAN,0x041,65,0,0,0,7,C1 00 F4 07 B6 03 00,0xC1,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.595823,2026-03-29 18:59:39.595823,HSCAN3,44,CAN,0x030,48,0,0,0,3,C1 79 E0,0xC1,0x79,0xE0,,,,,
607201179.596046,2026-03-29 18:59:39.596045,HSCAN3,44,CAN,0x031,49,0,0,0,7,C1 00 B6 FF F1 20 00,0xC1,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.596280,2026-03-29 18:59:39.596280,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.596432,2026-03-29 18:59:39.596432,HSCAN3,44,CAN,0x030,48,0,0,0,3,C1 79 E0,0xC1,0x79,0xE0,,,,,
607201179.596654,2026-03-29 18:59:39.596654,HSCAN3,44,CAN,0x031,49,0,0,0,7,C1 00 B6 FF F1 20 00,0xC1,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.596771,2026-03-29 18:59:39.596771,HSCAN3,44,CAN,0x011,17,0,0,0,1,EE,0xEE,,,,,,,
607201179.596889,2026-03-29 18:59:39.596889,HSCAN3,44,CAN,0x010,16,0,0,0,1,E2,0xE2,,,,,,,
607201179.693212,2026-03-29 18:59:39.693212,HSCAN3,44,CAN,0x020,32,0,0,0,3,01 8A 48,0x01,0x8A,0x48,,,,,
607201179.693452,2026-03-29 18:59:39.693452,HSCAN3,44,CAN,0x021,33,0,0,0,8,01 10 AA 02 20 00 00 40,0x01,0x10,0xAA,0x02,0x20,0x00,0x00,0x40
607201179.693645,2026-03-29 18:59:39.693645,HSCAN3,44,CAN,0x022,34,0,0,0,5,01 06 00 22 00,0x01,0x06,0x00,0x22,0x00,,,
607201179.693895,2026-03-29 18:59:39.693895,HSCAN3,44,CAN,0x023,35,0,0,0,8,01 00 00 00 00 00 00 00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.694089,2026-03-29 18:59:39.694089,HSCAN3,44,CAN,0x024,36,0,0,0,5,01 00 00 00 00,0x01,0x00,0x00,0x00,0x00,,,
607201179.694241,2026-03-29 18:59:39.694241,HSCAN3,44,CAN,0x040,64,0,0,0,3,00 79 E0,0x00,0x79,0xE0,,,,,
607201179.694462,2026-03-29 18:59:39.694462,HSCAN3,44,CAN,0x041,65,0,0,0,7,01 00 F4 07 B6 03 00,0x01,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.694614,2026-03-29 18:59:39.694614,HSCAN3,44,CAN,0x030,48,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201179.694836,2026-03-29 18:59:39.694836,HSCAN3,44,CAN,0x031,49,0,0,0,7,01 00 B6 FF F1 20 00,0x01,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.695071,2026-03-29 18:59:39.695071,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.695223,2026-03-29 18:59:39.695223,HSCAN3,44,CAN,0x030,48,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201179.695445,2026-03-29 18:59:39.695445,HSCAN3,44,CAN,0x031,49,0,0,0,7,01 00 B6 FF F1 20 00,0x01,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.695559,2026-03-29 18:59:39.695560,HSCAN3,44,CAN,0x011,17,0,0,0,1,2E,0x2E,,,,,,,
607201179.695679,2026-03-29 18:59:39.695679,HSCAN3,44,CAN,0x010,16,0,0,0,1,22,0x22,,,,,,,
607201179.794213,2026-03-29 18:59:39.794213,HSCAN3,44,CAN,0x020,32,0,0,0,3,41 8A 48,0x41,0x8A,0x48,,,,,
607201179.794545,2026-03-29 18:59:39.794545,HSCAN3,44,CAN,0x021,33,0,0,0,8,41 10 AA 02 20 00 00 40,0x41,0x10,0xAA,0x02,0x20,0x00,0x00,0x40
607201179.794749,2026-03-29 18:59:39.794749,HSCAN3,44,CAN,0x022,34,0,0,0,5,41 06 00 22 00,0x41,0x06,0x00,0x22,0x00,,,
607201179.794998,2026-03-29 18:59:39.794998,HSCAN3,44,CAN,0x023,35,0,0,0,8,41 00 00 00 00 00 00 00,0x41,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.795190,2026-03-29 18:59:39.795190,HSCAN3,44,CAN,0x024,36,0,0,0,5,41 00 00 00 00,0x41,0x00,0x00,0x00,0x00,,,
607201179.795342,2026-03-29 18:59:39.795342,HSCAN3,44,CAN,0x040,64,0,0,0,3,01 79 E0,0x01,0x79,0xE0,,,,,
607201179.795563,2026-03-29 18:59:39.795563,HSCAN3,44,CAN,0x041,65,0,0,0,7,41 00 F4 07 B6 03 00,0x41,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.795712,2026-03-29 18:59:39.795712,HSCAN3,44,CAN,0x030,48,0,0,0,3,41 79 E0,0x41,0x79,0xE0,,,,,
607201179.796367,2026-03-29 18:59:39.796367,HSCAN3,44,CAN,0x031,49,0,0,0,7,41 00 B6 FF F1 20 00,0x41,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.796601,2026-03-29 18:59:39.796601,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.796751,2026-03-29 18:59:39.796751,HSCAN3,44,CAN,0x030,48,0,0,0,3,41 79 E0,0x41,0x79,0xE0,,,,,
607201179.797165,2026-03-29 18:59:39.797165,HSCAN3,44,CAN,0x031,49,0,0,0,7,41 00 B6 FF F1 20 00,0x41,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.797282,2026-03-29 18:59:39.797282,HSCAN3,44,CAN,0x011,17,0,0,0,1,6E,0x6E,,,,,,,
607201179.797398,2026-03-29 18:59:39.797398,HSCAN3,44,CAN,0x010,16,0,0,0,1,62,0x62,,,,,,,
607201179.895038,2026-03-29 18:59:39.895038,HSCAN3,44,CAN,0x020,32,0,0,0,3,81 8A 48,0x81,0x8A,0x48,,,,,
607201179.895408,2026-03-29 18:59:39.895408,HSCAN3,44,CAN,0x021,33,0,0,0,8,81 10 2B FF E0 00 00 60,0x81,0x10,0x2B,0xFF,0xE0,0x00,0x00,0x60
607201179.895698,2026-03-29 18:59:39.895698,HSCAN3,44,CAN,0x022,34,0,0,0,5,81 02 00 22 00,0x81,0x02,0x00,0x22,0x00,,,
607201179.895946,2026-03-29 18:59:39.895946,HSCAN3,44,CAN,0x023,35,0,0,0,8,81 00 00 00 00 00 00 00,0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
607201179.896139,2026-03-29 18:59:39.896139,HSCAN3,44,CAN,0x024,36,0,0,0,5,81 00 00 00 00,0x81,0x00,0x00,0x00,0x00,,,
607201179.896291,2026-03-29 18:59:39.896291,HSCAN3,44,CAN,0x040,64,0,0,0,3,02 79 E0,0x02,0x79,0xE0,,,,,
607201179.896511,2026-03-29 18:59:39.896511,HSCAN3,44,CAN,0x041,65,0,0,0,7,81 00 F4 07 B6 03 00,0x81,0x00,0xF4,0x07,0xB6,0x03,0x00,
607201179.896663,2026-03-29 18:59:39.896663,HSCAN3,44,CAN,0x030,48,0,0,0,3,81 79 E0,0x81,0x79,0xE0,,,,,
607201179.896884,2026-03-29 18:59:39.896883,HSCAN3,44,CAN,0x031,49,0,0,0,7,81 00 B6 FF F1 20 00,0x81,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.897117,2026-03-29 18:59:39.897118,HSCAN3,44,CAN,0x014,20,0,0,0,8,15 81 44 47 D0 73 09 75,0x15,0x81,0x44,0x47,0xD0,0x73,0x09,0x75
607201179.897270,2026-03-29 18:59:39.897270,HSCAN3,44,CAN,0x030,48,0,0,0,3,81 79 E0,0x81,0x79,0xE0,,,,,
607201179.897490,2026-03-29 18:59:39.897490,HSCAN3,44,CAN,0x031,49,0,0,0,7,81 00 B6 FF F1 20 00,0x81,0x00,0xB6,0xFF,0xF1,0x20,0x00,
607201179.897604,2026-03-29 18:59:39.897604,HSCAN3,44,CAN,0x011,17,0,0,0,1,AE,0xAE,,,,,,,
607201179.897723,2026-03-29 18:59:39.897723,HSCAN3,44,CAN,0x010,16,0,0,0,1,A2,0xA2,,,,,,,
